edge,p_value,Gene1,Gene2
ESR1+TAB2,0.0095504323645343,ESR1,TAB2
IRF2BP1+VGLL4,0.009566470441386,IRF2BP1,VGLL4
NOTCH1+ZNF423,0.009570140346069,NOTCH1,ZNF423
FGF14+SCN8A,0.0095897155929732,FGF14,SCN8A
RFC1+TOP3A,0.009592508609961,RFC1,TOP3A
DCAF6+DTL,0.0095944783882616,DCAF6,DTL
PIK3C2A+PLCD1,0.0096040339521917,PIK3C2A,PLCD1
TNNI1+TPM2,0.0096074704562114,TNNI1,TPM2
ECT2+SLC26A8,0.0096094814061191,ECT2,SLC26A8
NOP9+UTP6,0.0096111464212032,NOP9,UTP6
GTF2F1+POLR2H,0.0096122562343187,GTF2F1,POLR2H
COPB1+KPNA3,0.0096127863566736,COPB1,KPNA3
ANK2+OBSCN,0.0096145611506216,ANK2,OBSCN
EXOSC4+RRP9,0.0096157286652135,EXOSC4,RRP9
RGS20+RGS8,0.0096222662463026,RGS20,RGS8
DBR1+DCTN4,0.0096264435808279,DBR1,DCTN4
AMFR+UBE2G2,0.0096267812683513,AMFR,UBE2G2
IMP4+LYAR,0.0096342704952146,IMP4,LYAR
POLR1C+PWP1,0.0096520992255295,POLR1C,PWP1
ADAMTS4+SEMA5B,0.009679890965915,ADAMTS4,SEMA5B
CHD5+MTA3,0.009684971377329,CHD5,MTA3
FGF8+OTX2,0.0096956877618458,FGF8,OTX2
CIDEA+DIO2,0.0097023355840309,CIDEA,DIO2
HJURP+SMARCA5,0.0097047411026332,HJURP,SMARCA5
NKX2-5+TBX3,0.0097060426494278,NKX2-5,TBX3
CHRNA6+CHRNB4,0.0097078912778715,CHRNA6,CHRNB4
CIAO1+CIAPIN1,0.0097129071194888,CIAO1,CIAPIN1
CYP26B1+CYP4A11,0.0097303731002092,CYP26B1,CYP4A11
ACTA1+CHRNA1,0.0097371175724052,ACTA1,CHRNA1
APOA2+TTR,0.0097394986075596,APOA2,TTR
THOC1+THOC2,0.0097414327334695,THOC1,THOC2
CNBP+PCBP2,0.0097848608408317,CNBP,PCBP2
ABI1+USP6NL,0.0097955007761506,ABI1,USP6NL
NDC1+NUP107,0.0097967133888629,NDC1,NUP107
GAD2+GRIA2,0.0098245848697358,GAD2,GRIA2
HDAC1+TAF1C,0.0098282609475196,HDAC1,TAF1C
MIS18A+RSF1,0.0098361018899057,MIS18A,RSF1
INSL3+RXFP3,0.0098454987494594,INSL3,RXFP3
IRF5+MX1,0.0098488555194316,IRF5,MX1
CACNG5+GRIA4,0.0098618542878229,CACNG5,GRIA4
INSL3+INSL4,0.0098790537586804,INSL3,INSL4
MASP2+SERPING1,0.0098970880702205,MASP2,SERPING1
ERBB4+STAT5B,0.0098981347602501,ERBB4,STAT5B
ARSA+NEU4,0.0099057142101638,ARSA,NEU4
CUL4A+POLE2,0.0099058504354798,CUL4A,POLE2
GNAQ+P2RY1,0.0099115665442828,GNAQ,P2RY1
KSR1+YWHAB,0.0099121425652579,KSR1,YWHAB
PAXIP1+SMC6,0.0099122402867862,PAXIP1,SMC6
CDCA8+NDC1,0.0099129255746612,CDCA8,NDC1
MBD6+UBA52,0.0099158518097769,MBD6,UBA52
NUP107+NUP43,0.0099268353111295,NUP107,NUP43
DTL+POLQ,0.0099281532813146,DTL,POLQ
RBMX2+SRRM3,0.0099303431247286,RBMX2,SRRM3
HTR3A+HTR7,0.0099353959637598,HTR3A,HTR7
ARHGEF11+SPTB,0.0099593766737684,ARHGEF11,SPTB
CACNA1G+CAV3,0.0099620727884113,CACNA1G,CAV3
BRCA2+MND1,0.0099641739216924,BRCA2,MND1
RUVBL1+TERT,0.0099709704042058,RUVBL1,TERT
ATF4+RUNX2,0.0099830569466899,ATF4,RUNX2
ESR1+PELP1,0.0099938605106138,ESR1,PELP1
RPL27A+SEC61B,0.0099991524166459,RPL27A,SEC61B
CCNA2+CENPA,0.0100113274087649,CCNA2,CENPA
RPL12+RPS3,0.010021279877752,RPL12,RPS3
EDN1+GNAO1,0.0100438148037621,EDN1,GNAO1
DLGAP1+NRXN3,0.0100628048461301,DLGAP1,NRXN3
COL6A2+COL6A6,0.010067422068732,COL6A2,COL6A6
ASPSCR1+UBXN7,0.010076596933171,ASPSCR1,UBXN7
HNRNPU+NEIL2,0.010088237307906,HNRNPU,NEIL2
FANCM+RAD51B,0.0100960785340273,FANCM,RAD51B
ACO2+AGXT,0.0101069340219465,ACO2,AGXT
NDUFA4+UQCRHL,0.0101113184743902,NDUFA4,UQCRHL
ADAMTS6+THSD4,0.0101146791315382,ADAMTS6,THSD4
RPL34+RPS15,0.0101154851378129,RPL34,RPS15
MUCL1+ST6GALNAC4,0.0101171923268789,MUCL1,ST6GALNAC4
AP2A1+AP5Z1,0.0101247629672431,AP2A1,AP5Z1
GATAD2B+ZNF219,0.010130073923889,GATAD2B,ZNF219
PSMB1+RUNX2,0.010137126754586,PSMB1,RUNX2
CCNB1+CHEK1,0.0101392192422813,CCNB1,CHEK1
SPTAN1+STXBP1,0.0101398865819423,SPTAN1,STXBP1
CACNB2+SCN3B,0.0101594748622864,CACNB2,SCN3B
NCR3+SLAMF6,0.0101684526266862,NCR3,SLAMF6
NAPB+STX1B,0.0101766567025222,NAPB,STX1B
ALB+STAT3,0.0101874389441128,ALB,STAT3
HAUS6+TUBGCP4,0.0101992113869384,HAUS6,TUBGCP4
CASP7+FASLG,0.0102093925568517,CASP7,FASLG
RPL10L+RPL37,0.0102113001508809,RPL10L,RPL37
SMU1+SRRM2,0.0102228011502596,SMU1,SRRM2
RNF8+TP53BP1,0.0102513864300755,RNF8,TP53BP1
BIRC2+TNFRSF13C,0.0102604965998438,BIRC2,TNFRSF13C
ARSA+NEU2,0.0103098177759698,ARSA,NEU2
F7+FURIN,0.0103302598996685,F7,FURIN
PORCN+WNT10A,0.0103344008766818,PORCN,WNT10A
IL20RB+IL22RA1,0.0103350591650753,IL20RB,IL22RA1
LIG3+OGG1,0.0103634160502003,LIG3,OGG1
RPL37+STT3A,0.0103765176676729,RPL37,STT3A
RNF111+XPA,0.0103992125690596,RNF111,XPA
GOLGB1+TGOLN2,0.0104000895792016,GOLGB1,TGOLN2
AREL1+FCF1,0.010412076177983,AREL1,FCF1
TNF+USP21,0.0104142505023049,TNF,USP21
ATG3+MAP1LC3B,0.0104368924976851,ATG3,MAP1LC3B
AGXT2+GCLM,0.0104396689289699,AGXT2,GCLM
KAT5+TRPC3,0.0104506071618296,KAT5,TRPC3
ALOX15+PLA2G10,0.0104508630592472,ALOX15,PLA2G10
DKK2+WNT3,0.0104575078248325,DKK2,WNT3
GAL3ST1+NEU2,0.0104587264482584,GAL3ST1,NEU2
MUC21+ST6GALNAC4,0.0104667121595038,MUC21,ST6GALNAC4
TAF12+TAF2,0.0104921838129256,TAF12,TAF2
CTTNBP2+PPP2R1B,0.0104955480870961,CTTNBP2,PPP2R1B
NRG1+SOS1,0.0105047645923699,NRG1,SOS1
AGXT+GATM,0.0105129106504637,AGXT,GATM
CSF1+IL3,0.0105178813568088,CSF1,IL3
CYP4F22+PNPLA1,0.0105229669243269,CYP4F22,PNPLA1
CAMK2B+JAK1,0.0105304084682806,CAMK2B,JAK1
CHD5+HDAC1,0.0105463771269765,CHD5,HDAC1
CD80+CD8A,0.0105509667599405,CD80,CD8A
DHFR+TOMM40,0.0105618767551426,DHFR,TOMM40
RIPK1+TLR3,0.010566109660375,RIPK1,TLR3
GJA5+SCN5A,0.0105716588044086,GJA5,SCN5A
SRBD1+ZNF276,0.010572451212383,SRBD1,ZNF276
MRPS5+PDCD11,0.0105736281882781,MRPS5,PDCD11
HTR6+HTR7,0.0105765076720951,HTR6,HTR7
LAMA1+NTN4,0.0105846856627311,LAMA1,NTN4
CACHD1+CACNA1S,0.0105859539318309,CACHD1,CACNA1S
HDAC11+SIRT3,0.0105929868369984,HDAC11,SIRT3
APC+TLE3,0.0106163258118558,APC,TLE3
FANCM+MSH6,0.0106195637064555,FANCM,MSH6
POLR1C+TRUB1,0.0106241761698744,POLR1C,TRUB1
EIF6+TMA16,0.0106308814293765,EIF6,TMA16
IFT27+LZTFL1,0.0106401809952084,IFT27,LZTFL1
CD247+MAP4K1,0.0106410613684357,CD247,MAP4K1
NFATC1+PRKCZ,0.0106506118288381,NFATC1,PRKCZ
CHEK1+MCM7,0.0106941572731127,CHEK1,MCM7
SORCS1+SORT1,0.0107047007799615,SORCS1,SORT1
ADCK1+IMMT,0.0107399760924751,ADCK1,IMMT
COPS7A+DTL,0.0107406809304824,COPS7A,DTL
CENPA+CENPI,0.0107509256896279,CENPA,CENPI
BRD2+KIFC1,0.0107683608674935,BRD2,KIFC1
RPL23+RPL37A,0.0107735752930013,RPL23,RPL37A
BMS1+NOL12,0.010784766888231,BMS1,NOL12
BECN1+PRKAG3,0.0107953039996265,BECN1,PRKAG3
DDX20+NUP205,0.0107959978285088,DDX20,NUP205
DKK2+WIF1,0.0107988729608065,DKK2,WIF1
MYH11+MYH3,0.010799960730573,MYH11,MYH3
ARNTL+F7,0.0108095672972904,ARNTL,F7
CEP97+KIF24,0.0108108776273177,CEP97,KIF24
DIAPH1+MAL,0.0108224960963598,DIAPH1,MAL
AP2A2+AP5Z1,0.0108520369040129,AP2A2,AP5Z1
BEST4+TTYH2,0.0108803202775048,BEST4,TTYH2
COX4I2+NDUFA12,0.0109080935956062,COX4I2,NDUFA12
KIF2C+NUF2,0.0109163398557013,KIF2C,NUF2
POLD1+POLH,0.0109187602620166,POLD1,POLH
FOXM1+TTK,0.0109237634392044,FOXM1,TTK
LTA+TNFRSF1A,0.0109399510244714,LTA,TNFRSF1A
PDE6G+RGS9,0.0109505707524764,PDE6G,RGS9
DHX37+NAT10,0.010951011026632,DHX37,NAT10
EPHA4+YES1,0.0109590012775423,EPHA4,YES1
GHSR+MLN,0.0109602126282123,GHSR,MLN
PIK3R4+RAB7A,0.0109793105359016,PIK3R4,RAB7A
MCM3+PIF1,0.0109835212306236,MCM3,PIF1
FOS+NRL,0.0109850659733277,FOS,NRL
CHEK1+SFN,0.0109853906245843,CHEK1,SFN
OAZ2+PSMF1,0.0109884910645842,OAZ2,PSMF1
CACNB3+GNG4,0.0109970695118854,CACNB3,GNG4
DKK2+WNT6,0.0110012734911419,DKK2,WNT6
KIF17+TNPO1,0.0110028167354246,KIF17,TNPO1
CUL1+FBXO21,0.0110432605445588,CUL1,FBXO21
EFNB3+HRAS,0.0110562104391915,EFNB3,HRAS
GRIA4+KIF5B,0.0110574719668372,GRIA4,KIF5B
AURKC+CENPA,0.011063099461611,AURKC,CENPA
ALDH16A1+ALDH3B2,0.0110746293877321,ALDH16A1,ALDH3B2
EEF2+EIF2AK4,0.0111168401075303,EEF2,EIF2AK4
MCRS1+PELP1,0.0111258075789531,MCRS1,PELP1
STXBP1+SYN3,0.0111435680759129,STXBP1,SYN3
GINS2+WDHD1,0.0111536050596488,GINS2,WDHD1
CD8A+GNLY,0.0111554655582971,CD8A,GNLY
DKK2+WNT3A,0.0111559146240866,DKK2,WNT3A
EXOC7+VPS53,0.0111755646628937,EXOC7,VPS53
MYH3+MYLPF,0.0111780157028717,MYH3,MYLPF
HSP90AB1+RUVBL1,0.0111870747479374,HSP90AB1,RUVBL1
RPL18+TMA16,0.0111918813731465,RPL18,TMA16
GNAO1+GNG8,0.0112031306676125,GNAO1,GNG8
CACNA1I+CAV3,0.011235876036522,CACNA1I,CAV3
PSMC1+PSME4,0.0112423691318404,PSMC1,PSME4
EP400+PLAC1,0.0112571737958605,EP400,PLAC1
ITGA2B+KMT2E,0.0112604606380338,ITGA2B,KMT2E
COL6A6+P4HA1,0.0112706702128975,COL6A6,P4HA1
BDP1+POLR3A,0.0112823189316756,BDP1,POLR3A
KCNB2+KCNH5,0.0112983305344519,KCNB2,KCNH5
CBX8+CSNK2A1,0.0113160626189262,CBX8,CSNK2A1
CDCA3+KIF11,0.0113349640584965,CDCA3,KIF11
NSUN4+PUS1,0.0113441785006795,NSUN4,PUS1
FTSJ3+WDR12,0.0113730525264011,FTSJ3,WDR12
CACHD1+CACNA1B,0.0113802200890085,CACHD1,CACNA1B
GHSR+HCRT,0.011386249453964,GHSR,HCRT
EED+EZH1,0.0113900622966973,EED,EZH1
DNMT1+TP53,0.0113948353055983,DNMT1,TP53
CACHD1+CACNG1,0.0114058168433446,CACHD1,CACNG1
ALKBH8+KBTBD3,0.0114069091603502,ALKBH8,KBTBD3
AKT2+TBC1D7,0.011407586172072,AKT2,TBC1D7
POLR2C+POLR3A,0.0114078107896711,POLR2C,POLR3A
APOA5+CHD9,0.0114281169606498,APOA5,CHD9
GLIS3+SUFU,0.0114333956911848,GLIS3,SUFU
ESR1+MED1,0.0114572035143836,ESR1,MED1
ITPR3+PRKCG,0.0114613245329882,ITPR3,PRKCG
APH1A+FBXL13,0.011482449993439,APH1A,FBXL13
ATP6V0D1+NPRL2,0.0114984681621818,ATP6V0D1,NPRL2
SCML2+USP7,0.0115078343458479,SCML2,USP7
KIFC1+NEK2,0.0115130845067087,KIFC1,NEK2
GABARAPL1+LAMP1,0.0115144520287598,GABARAPL1,LAMP1
GCG+SLC5A2,0.0115272437051205,GCG,SLC5A2
CDCA3+TTK,0.0115310872845496,CDCA3,TTK
OSTC+SEC61G,0.0115316322275179,OSTC,SEC61G
ACTL6B+EP400,0.01153389373794,ACTL6B,EP400
DBF4B+MCM2,0.0115466030095957,DBF4B,MCM2
TCHH+TGM1,0.0115480851023447,TCHH,TGM1
CAMK2B+GRIA2,0.01155021114151,CAMK2B,GRIA2
GRPEL2+PCYOX1L,0.0115934098990962,GRPEL2,PCYOX1L
DEGS2+GBA2,0.0116032838951007,DEGS2,GBA2
NPR2+PDE6A,0.011618017283821,NPR2,PDE6A
BCAP29+DUS4L,0.011626967749034,BCAP29,DUS4L
PDE6A+PDE6G,0.0116361427831527,PDE6A,PDE6G
BTK+DOK3,0.0116571507898861,BTK,DOK3
INSL3+RLN1,0.0116742095002427,INSL3,RLN1
CRB1+NNT,0.0117025694958343,CRB1,NNT
DMD+LAMA1,0.0117173020128288,DMD,LAMA1
IST1+TUBB1,0.011720953786385,IST1,TUBB1
FBXL15+SKP1,0.0117590944634205,FBXL15,SKP1
EEF1A1+PBDC1,0.0117624664140599,EEF1A1,PBDC1
DHX9+RPL31,0.0117818266843892,DHX9,RPL31
GNA12+GNB5,0.0117826261372273,GNA12,GNB5
GABBR1+SST,0.0117907956461791,GABBR1,SST
TNNC2+TPM3,0.0117940550868935,TNNC2,TPM3
ARSA+SPAM1,0.0118017306385231,ARSA,SPAM1
ASPM+WDR62,0.011803939041157,ASPM,WDR62
GTF2B+TBPL1,0.0118090117807651,GTF2B,TBPL1
GRIA2+GRIP2,0.0118263538875759,GRIA2,GRIP2
DCC+MAP1B,0.0118271290416993,DCC,MAP1B
PCDH15+PDZD7,0.0118455837417301,PCDH15,PDZD7
NPY+NPY5R,0.0118600337721591,NPY,NPY5R
RPL13+RPS15,0.0118614160769211,RPL13,RPS15
HNRNPM+WDR77,0.0118694885304589,HNRNPM,WDR77
PIF1+XRCC5,0.0118730050620908,PIF1,XRCC5
POLR1A+POLR3H,0.0118974612037607,POLR1A,POLR3H
CTU1+MCM5,0.0118993407592285,CTU1,MCM5
CAMKMT+EZH1,0.0119262257949736,CAMKMT,EZH1
CREB3+HCFC1,0.0119297702850516,CREB3,HCFC1
CENPJ+MZT2A,0.0119500683693803,CENPJ,MZT2A
MYH3+MYL12A,0.0119683796792323,MYH3,MYL12A
NDUFA12+NDUFS4,0.0119755394294844,NDUFA12,NDUFS4
CCT2+KPNB1,0.0119769687658476,CCT2,KPNB1
GRIA4+PRKCG,0.0119997498831962,GRIA4,PRKCG
ABCD4+MMADHC,0.0120206931256014,ABCD4,MMADHC
CENPE+CENPK,0.0120369197315726,CENPE,CENPK
GRB2+MAP2K7,0.0120370175777307,GRB2,MAP2K7
ACTR3B+ARPC2,0.012057882466954,ACTR3B,ARPC2
ACTB+GPS1,0.0120580508353854,ACTB,GPS1
AR+SPOP,0.0120694143031462,AR,SPOP
CHRNA3+CHRNB2,0.0120778384005069,CHRNA3,CHRNB2
ERCC1+SLX4,0.0120809768470216,ERCC1,SLX4
HSDL1+JPH3,0.0120926391002629,HSDL1,JPH3
BTRC+FBXO43,0.0120982715962105,BTRC,FBXO43
CACNB2+SYT5,0.0121155784861319,CACNB2,SYT5
LSM6+RBM25,0.0121288088019087,LSM6,RBM25
POLE3+RFC5,0.0121387227095268,POLE3,RFC5
CACNA1S+CACNG7,0.0121593061753222,CACNA1S,CACNG7
CPSF2+SNRPF,0.0121661437911534,CPSF2,SNRPF
FBXO36+FBXO42,0.0121775373637737,FBXO36,FBXO42
CACNA1A+CACNA1B,0.0121848962668428,CACNA1A,CACNA1B
DRC1+HYDIN,0.0122011026722582,DRC1,HYDIN
EEF1A1+EIF2AK4,0.0122065123955696,EEF1A1,EIF2AK4
EVPL+GOLGA4,0.0122313074924594,EVPL,GOLGA4
CHEK1+YWHAZ,0.0122372064380113,CHEK1,YWHAZ
GATA2+TCF3,0.0122392387265169,GATA2,TCF3
KCNA10+KCNH5,0.0122431612593852,KCNA10,KCNH5
RGMA+TAB1,0.0122517709010394,RGMA,TAB1
MYH9+UNC45B,0.0122539823201129,MYH9,UNC45B
CD300C+MAP1LC3B,0.0122562360703215,CD300C,MAP1LC3B
BEST1+RPE65,0.0122600541045524,BEST1,RPE65
FZD3+FZD5,0.0122626103439217,FZD3,FZD5
PDE6B+PRPH2,0.0122776948800205,PDE6B,PRPH2
ESR2+HSP90AB1,0.0123101961824938,ESR2,HSP90AB1
LRP1+MBL2,0.012319446657575,LRP1,MBL2
RPL24+RPS27L,0.0123196532823794,RPL24,RPS27L
ARF1+PI4KB,0.0123252897126821,ARF1,PI4KB
CNGA2+CNGB1,0.0123273937006306,CNGA2,CNGB1
IFT122+SUFU,0.0123424268769169,IFT122,SUFU
CDK1+KIF18A,0.0123483670601963,CDK1,KIF18A
ITGAL+RUNX3,0.0123507258488875,ITGAL,RUNX3
SLC18A1+SLC18A2,0.0123510822557269,SLC18A1,SLC18A2
PEX11A+PEX26,0.0123514952297378,PEX11A,PEX26
COL6A3+COL6A6,0.0123518049754143,COL6A3,COL6A6
MCM2+PIF1,0.0123609927680958,MCM2,PIF1
UBE2C+UBE2G2,0.0123688738646336,UBE2C,UBE2G2
DICER1+POP4,0.012377147535877,DICER1,POP4
APC2+DVL1,0.0123861115025968,APC2,DVL1
ALDH18A1+GLUL,0.0123941831873511,ALDH18A1,GLUL
CASP2+TNFRSF1A,0.0123952186901868,CASP2,TNFRSF1A
TSC22D2+TSC22D3,0.012408505604396,TSC22D2,TSC22D3
ORC6+RFC4,0.0124181739688781,ORC6,RFC4
LYAR+WDR43,0.0124529379174606,LYAR,WDR43
MYL3+MYLK,0.0124622744724693,MYL3,MYLK
CCNB2+HNRNPLL,0.0124651248855925,CCNB2,HNRNPLL
CPSF2+NUP210,0.0124676662094658,CPSF2,NUP210
NRXN2+STXBP1,0.0124682830571291,NRXN2,STXBP1
MAP2K1+PAK6,0.0124802648622373,MAP2K1,PAK6
ASPM+CDCA5,0.0124811489737308,ASPM,CDCA5
GPR37+SNCAIP,0.0124823700680434,GPR37,SNCAIP
CASP8AP2+CBX2,0.0124867146377353,CASP8AP2,CBX2
MRPL28+MRPL42,0.0124912352704587,MRPL28,MRPL42
FGF20+NRAS,0.0124948741278224,FGF20,NRAS
FSCB+ROPN1L,0.0125229377268439,FSCB,ROPN1L
MRPL42+MRPL50,0.0125315916266902,MRPL42,MRPL50
RPL31+RPS3,0.012537938714512,RPL31,RPS3
LRRTM4+NRXN3,0.012564428844189,LRRTM4,NRXN3
PES1+UTP3,0.0125691081569204,PES1,UTP3
EEF2+SERBP1,0.0125723844094492,EEF2,SERBP1
IL4R+OPRD1,0.0125926655023937,IL4R,OPRD1
CTNNB1+TGFBR2,0.0125939621109873,CTNNB1,TGFBR2
ANKDD1A+SOWAHD,0.0126009177076679,ANKDD1A,SOWAHD
LCN8+LCN9,0.0126110708180624,LCN8,LCN9
GRIN1+SYNGAP1,0.0126157847423383,GRIN1,SYNGAP1
CARD11+TNFRSF4,0.0126502896679155,CARD11,TNFRSF4
CAMK2B+JAK2,0.0126529408042904,CAMK2B,JAK2
CUL1+FBXO43,0.0126820741067605,CUL1,FBXO43
JSRP1+SRL,0.0126833137094199,JSRP1,SRL
RXFP2+RXFP3,0.012687163908916,RXFP2,RXFP3
SV2A+SYT2,0.012690971615917,SV2A,SYT2
PRKCZ+TNFRSF1A,0.0126974497964131,PRKCZ,TNFRSF1A
MYOCD+NKX2-5,0.0126987465016794,MYOCD,NKX2-5
MYH3+MYL2,0.0127193700379028,MYH3,MYL2
GRIN1+RAC1,0.0127476441801847,GRIN1,RAC1
FYN+PLXNA4,0.012764944723692,FYN,PLXNA4
DBF4+MEN1,0.0127903565487396,DBF4,MEN1
BRD7+SMARCC1,0.0128456510310396,BRD7,SMARCC1
BEST2+CNGA2,0.0128537298816034,BEST2,CNGA2
POLQ+TPX2,0.0128751218489251,POLQ,TPX2
NUDC+RUVBL1,0.0128802388157629,NUDC,RUVBL1
GTF2F2+RTF1,0.012893590710168,GTF2F2,RTF1
MYH3+UNC45B,0.0129019079964997,MYH3,UNC45B
HS3ST3A1+OSBPL11,0.012917307385692,HS3ST3A1,OSBPL11
CHEK1+CUL4A,0.0129274221616375,CHEK1,CUL4A
CNDP1+GAD2,0.0129327602694699,CNDP1,GAD2
CACNA1B+KCND2,0.0129495868078944,CACNA1B,KCND2
MYH3+MYL1,0.0129613412805374,MYH3,MYL1
ARMC9+PCYOX1,0.0129702758058919,ARMC9,PCYOX1
GNPAT+HAO1,0.012985360890554,GNPAT,HAO1
CCNA1+RBBP4,0.0129905057177015,CCNA1,RBBP4
ATRIP+CHEK1,0.0129918602173631,ATRIP,CHEK1
C1QL4+WDR26,0.0129930415156676,C1QL4,WDR26
GRAP2+LYN,0.0130081145296759,GRAP2,LYN
PABPC4+PAIP1,0.0130098807816701,PABPC4,PAIP1
DNAJA2+SUGT1,0.0130217001439131,DNAJA2,SUGT1
MCM2+NCAPH,0.0130323969005382,MCM2,NCAPH
ASPM+CENPK,0.0130395094700467,ASPM,CENPK
KIF11+NEK2,0.0130414052793998,KIF11,NEK2
MYH3+MYOG,0.0130730873576678,MYH3,MYOG
APOOL+TOMM22,0.0131183271905501,APOOL,TOMM22
MYH3+OR3A3,0.0131293948248039,MYH3,OR3A3
CFTR+USP10,0.0131340709450189,CFTR,USP10
CEP170+ODF2,0.0131585521091048,CEP170,ODF2
NID1+NID2,0.0131662225610091,NID1,NID2
LIN7B+LIN7C,0.0131821493675238,LIN7B,LIN7C
SAG+TRAF6,0.0131826196403613,SAG,TRAF6
MYH3+TPM4,0.0131851934500116,MYH3,TPM4
AGRN+LAMA1,0.0132068859366121,AGRN,LAMA1
CCT5+KPNB1,0.0132131454861643,CCT5,KPNB1
GSTA1+GSTA5,0.0132398551362996,GSTA1,GSTA5
DKC1+PUS1,0.0132432457825328,DKC1,PUS1
KIF5B+RHOT1,0.0132439458778977,KIF5B,RHOT1
MOGAT3+OR2AE1,0.0132491248360761,MOGAT3,OR2AE1
MYH3+MYH6,0.0132658765889491,MYH3,MYH6
TAF8+TAF9B,0.0132676880821397,TAF8,TAF9B
BECN1+NLRX1,0.0132680370842755,BECN1,NLRX1
PDCD11+UTP3,0.0132682092409195,PDCD11,UTP3
INPP4B+MTMR6,0.0132898591951581,INPP4B,MTMR6
IL2+NRAS,0.0132928105157356,IL2,NRAS
FOXRED1+TIMMDC1,0.0132954747441438,FOXRED1,TIMMDC1
NAMPT+SIRT4,0.0133050922941223,NAMPT,SIRT4
RBMX+UPF1,0.0133067102738783,RBMX,UPF1
MYH3+MYL12B,0.0133105877681965,MYH3,MYL12B
KPNB1+SNUPN,0.0133171544938155,KPNB1,SNUPN
CCND3+TEN1-CDK3,0.0133313372671588,CCND3,TEN1-CDK3
MRPL14+MRPS33,0.0133353620378155,MRPL14,MRPS33
NOL12+NOP56,0.0133395820541025,NOL12,NOP56
FAM217B+OCEL1,0.013346676557076,FAM217B,OCEL1
MX1+OASL,0.0133659739878815,MX1,OASL
NTSR1+SORT1,0.0133679432568159,NTSR1,SORT1
STX6+VPS52,0.0133690396055284,STX6,VPS52
CLPP+RPS15,0.013379062730503,CLPP,RPS15
PUM1+TRIP12,0.0133989345465965,PUM1,TRIP12
C11orf68+EIF4H,0.0133992961231595,C11orf68,EIF4H
IL4R+INPP5D,0.0134005717678593,IL4R,INPP5D
BCS1L+TOMM40,0.0134235048355247,BCS1L,TOMM40
DIS3L2+DROSHA,0.0134279701236421,DIS3L2,DROSHA
PSMB1+PSMD10,0.0134310735053876,PSMB1,PSMD10
MALSU1+MRPL35,0.0134358048881604,MALSU1,MRPL35
ACTL6B+SMARCD3,0.0134658169780158,ACTL6B,SMARCD3
RPS15+RPS20,0.0134703733063846,RPS15,RPS20
CBL+PIK3R6,0.0134904601665983,CBL,PIK3R6
ITGA2B+ITGB2,0.013493796201671,ITGA2B,ITGB2
OPRM1+SAG,0.0134995303853897,OPRM1,SAG
DDI2+RAD23B,0.0135212906108246,DDI2,RAD23B
MAPK11+SP1,0.0135466335539312,MAPK11,SP1
GNAI2+RIC8B,0.0135589156580843,GNAI2,RIC8B
EP400+MYC,0.0135889781947434,EP400,MYC
TRPM3+TRPV3,0.0136024022372363,TRPM3,TRPV3
GAPDH+RILPL1,0.0136092374377049,GAPDH,RILPL1
METTL1+RRP9,0.0136156027392077,METTL1,RRP9
HEY1+TCF3,0.0136275202802937,HEY1,TCF3
DLG3+LRFN2,0.0136328813545212,DLG3,LRFN2
DVL2+WNT1,0.0136417704733328,DVL2,WNT1
ACTN3+MYH3,0.0136431212831061,ACTN3,MYH3
IQGAP1+PEBP1,0.0136448321188663,IQGAP1,PEBP1
PWP1+UTP15,0.0136596451119392,PWP1,UTP15
FOXP3+FOXP4,0.0136636811702834,FOXP3,FOXP4
COX7A2+UQCRHL,0.0136648611616277,COX7A2,UQCRHL
COL2A1+COL9A1,0.013676368576933,COL2A1,COL9A1
MYH7B+MYL5,0.0136892641632551,MYH7B,MYL5
GHSR+MC3R,0.0136916784731141,GHSR,MC3R
CACNA2D1+CACNG6,0.0137188911628834,CACNA2D1,CACNG6
PLD3+PLD4,0.0137238118332936,PLD3,PLD4
ATG9A+WIPI2,0.0137264783337306,ATG9A,WIPI2
NOC2L+NOL12,0.0137348413056395,NOC2L,NOL12
ITGAV+TNR,0.0137362367696387,ITGAV,TNR
OOEP+PADI6,0.0137419836152353,OOEP,PADI6
DNMT3L+TRDMT1,0.013750245196866,DNMT3L,TRDMT1
NOP10+PIF1,0.0137530855382212,NOP10,PIF1
CFAP61+THEGL,0.0137861426013044,CFAP61,THEGL
ADH5+ENO3,0.0137939782953364,ADH5,ENO3
AURKB+MCM2,0.0138120917114716,AURKB,MCM2
MAGOHB+NUP133,0.0138136548724497,MAGOHB,NUP133
GRIN1+LRP8,0.0138240055636148,GRIN1,LRP8
NUP107+NUP54,0.0138241408619896,NUP107,NUP54
TRIM28+ZKSCAN7,0.0138289658389198,TRIM28,ZKSCAN7
ABCA2+ATP1B2,0.0138293207954411,ABCA2,ATP1B2
MAP2K1+PRKACG,0.0138328287107908,MAP2K1,PRKACG
STAT3+STAT5A,0.0138328472901823,STAT3,STAT5A
CBX8+DNMT3A,0.013866590907343,CBX8,DNMT3A
CALR+UGGT1,0.0138881685878721,CALR,UGGT1
PDRG1+VBP1,0.0139032129064543,PDRG1,VBP1
NKAP+SNRPB,0.0139083570383761,NKAP,SNRPB
MCM2+TIPIN,0.013933449186739,MCM2,TIPIN
KAT5+TP73,0.013939649862282,KAT5,TP73
